Date_Time,Day_of_Week,Object_1,Object_2,Street_Number,Street_Name,Cross_Street,Near_Street,Location,May_involve_cyclist,May_Involve_Pedestrian,Manner_of_Collision,First_Harmful_Event_Location,First_Harmful_Event,Ambient_Light,Weather_Condition_1,Weather_Condition_2,Traffic_Control_Device_Type,Traffic_Control_Device_Functionality,Road_Surface_Condition,Roadway_Junction_Type,Trafficway_Description,School_Bus_Related,Work_Zone,Speed_Limit,Street_or_Intersection,Intersection_Name_1,Intersection_Direction_1,Intersection_Name_2,Intersection_Direction_2,Intersection_Name_3,Intersection_Direction_3,Street_Direction,Nearest_Intersection_Distance,Nearest_Intersection_Direction,Landmark_Distance,Landmark_Direction,Landmark,Mile_Marker_Direction,Non_Public_Area,Road_Contributing,Damaged_Property_Type,Description_of_Damaged_Property,V1_Registration_Type,v1_State_Code,V1_Configuration,V1_Emergency_Response,V1_Moped,V1_Hit_and_Run,V1_Action_Prior_to_Crash,V1_Model_Year,V1_Most_Harmful_Event,V1_Model,V1_Make,V1_Occupant_Count,V1_Underride_Override,V1_First_Event,V1_Second_Event,V1_Third_Event,V1_Fourth_Event,V1_Most_Damaged_Area,V1_Second_Damaged_Area,V1_Third_Damaged_Area,V1_Towed,V1_Travel_Direction,V1_Interstate,V1_Cargo_Body_Type,V1_Gross_Weight,V1_Haz_Placard,V1_Haz_Release,V1_Trailer_Reg_Type,V1_Trailer_Reg_Plate,V1_Trailer_Reg_State,V1_Trailer_Reg_Year,V1_Trailer_Len,V1_Driver_Contribution,V1_Driver_Contribution_2,V1_Is_Truck,V1_Has_Trailer,V1_Is_Bus,V1_Is_Hazmat,V1_Reg_Year,V1_Driver_Distracted,V1_Bus_Use,V1_Tow_Use,V2_Registration_Type,V2_State_Code,V2_Configuration,V2_Emergency_Response,V2_Moped,V2_Hit_and_Run,V2_Action_Prior_to_Crash,V2_Model_Year,V2_Most_Harmful_Event,V2_Model,V2_Make,V2_Occupant_Count,V2_Underride_Override,V2_First_Event,V2_Second_Event,V2_Third_Event,V2_Fourth_Event,V2_Most_Damaged_Area,V2_Second_Damaged_Area,V2_Third_Damaged_Area,V2_Towed,V2_Travel_Direction,V2_Interstate,V2_Cargo_Body_Type,V2_Gross_Weight,V2_Haz_Placard,V2_Haz_Release,V2_Trailer_Reg_Type,V2_Trailer_Reg_Plate,V2_Trailer_Reg_State,V2_Trailer_Reg_Year,V2_Trailer_Len,V2_Driver_Contribution,V2_Driver_Contribution_2,V2_Is_Truck,V2_Has_Trailer,V2_Is_Bus,V2_Is_Hazmat,V2_Reg_Year,V2_Driver_Distracted,V2_Bus_Use,V2_Tow_Use,P1_Role,P1_Injury,P1_Drivers_Lic_State,P1_Drivers_Lic_Class_1,P1_Drivers_Lic_Class_2,P1_Drivers_Lic_Restrict,P1_Non_Motorist_Desc,P1_Non_Motorist_Action,P1_Non_Motorist_Location,P1_Safety_Equipment,P1_Age,P1_Sex,P1_Seat_Position,P1_Safety_System,P1_Trapped,P1_Veh_Owner,P2_Role,P2_Injury,P2_Drivers_Lic_State,P2_Drivers_Lic_Class_1,P2_Drivers_Lic_Class_2,P2_Drivers_Lic_Restrict,P2_Non_Motorist_Desc,P2_Non_Motorist_Action,P2_Non_Motorist_Location,P2_Safety_Equipment,P2_Age,P2_Sex,P2_Seat_Position,P2_Safety_System,P2_Trapped,P2_Veh_Owner,Latitude,Longitude,Date
08/09/2023 01:17:00 PM,Wednesday,PASSENGER CAR ,PASSENGER CAR ,10,MUSEUM WAY,,,"10 MUSEUM WAY
Cambridge, MA
(42.369740029, -71.071823347)",,1.000000000000000,SINGLE VEHICLE CRASH,ROADWAY ,COLLISION WITH PEDESTRIAN ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,,DRY ,DRIVEWAY,UNKNOWN ,NO,NO,5,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,OTHER ,RESIDENTIAL BUILDING,PAN ,MA,PASSENGER CAR ,Y,,,OTHER ,2014,COLLISION WITH PEDESTRIAN ,TRAVERSE,CHEVY ,1.000000000000000,,"OTHER FIXED OBJECT (WALL, BUILDING, TUNNEL) ",COLLISION WITH PEDESTRIAN ,,,CENTER FRONT,RIGHT SIDE,LEFT SIDE ,Y,UNKNOWN ,,,,,,,,,,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, ",NO IMPROPER DRIVING ,,,,,,OTHER ACTIVITY,,YES VEHICLE OR TRAILER DISABLED ,PAN ,MA,PASSENGER CAR ,N,,,OTHER ,2019,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CRV ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,NONE,LEFT REAR ,NONE,N,UNKNOWN ,,,,,,,,,,,OTHER IMPROPER ACTION ,NO IMPROPER DRIVING ,,,,,,NOT DISTRACTED,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,UNINVOLVED OWNER,,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",NONE,,,,,,FEMALE,,,,Y,42.369740028999999,-71.071823347000006,8/9/2023 13:17:00
08/16/2023 03:55:00 PM,Wednesday,PASSENGER CAR ,PASSENGER CAR ,15,LAMBERT ,,CAMBRIDGE ST,"15 LAMBERT
Cambridge, MA
(42.372751731, -71.086978918)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,EASTBOUND ,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2008,COLLISION WITH PARKED MOTOR VEHICLE ,VERSA ,NISSAN,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,RIGHT FRONT ,,,N,NORTHBOUND,,,,,,,,,,,DISTRACTED,,,,,,,OTHER ACTIVITY,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2010,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,ALTIMA,NISSAN,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT FRONT,LEFT SIDE ,LEFT REAR ,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,,UNINVOLVED OWNER,NO APPARENT INJURY,,"B, CLASS B VEHICLES ",,NONE,,,,,,MALE,,,,Y,42.372751731000001,-71.086978918000000,8/16/2023 15:55:00
08/10/2023 01:29:00 PM,Thursday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",32,FRESH POND PARKWAY,,BRATTLE ST,"32 FRESH POND PARKWAY
Cambridge, MA
(42.376855094, -71.14131874)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,EASTBOUND ,,,,,,NONE,,,MCN ,MA,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,,TRAVELING STRAIGHT AHEAD,2017,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,F450,FORD,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,NONE,,,N,EASTBOUND ,,,,,,,,,,,INATTENTION ,,,,,,,MANUALLY OPERATING AN ELECTRONIC DEVICE ,,,PAN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TRAVELING STRAIGHT AHEAD,2008,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,TUSCON,HYUNDAI ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT SIDE ,,,N,EASTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,MANUALLY OPERATING AN ELECTRONIC DEVICE ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y,42.376855094000000,-71.141318740000003,8/10/2023 13:29:00
08/28/2023 09:36:00 PM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",OTHER ,534,WINDSOR STREET,,,"534 WINDSOR STREET
Cambridge, MA
(42.37335133, -71.092681545)",,,UNKNOWN ,ROADWAY ,COLLISION WITH OTHER MOVABLE OBJECT ,UNKNOWN ,UNKNOWN ,,UNKNOWN ,,UNKNOWN ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,UNKNOWN ,,,PAN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,Y,PARKED,2018,COLLISION WITH OTHER MOVABLE OBJECT ,ATLAS ,VOLK,0.000000000000000,,COLLISION WITH OTHER MOVABLE OBJECT ,,,,LEFT REAR ,LEFT SIDE ,LEFT FRONT,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,,,OTHER ,N,,Y,UNKNOWN ,UNK ,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,UNKNOWN ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,UNINVOLVED OWNER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,OPERATOR/DRIVER ,NO APPARENT INJURY,,UNKNOWN ,,UNKNOWN ,,,,,,UNKNOWN ,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,42.373351329999998,-71.092681545000005,8/28/2023 21:36:00
08/08/2023 11:33:00 AM,Tuesday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",,,PROSPECT,HOUGHTON,,"PROSPECT
Cambridge, MA
(42.367225241, -71.102509983)",,,"SIDESWIPE, SAME DIRECTION ",ROADSIDE,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,RAIN,,NO CONTROLS ,YES ,WET ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,20,INTERSECTION,PROSPECT,NORTHBOUND,HOUGHTON,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,CON ,MA,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,Y,PARKED,2013,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,M2,FRHT,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,UNDERCARRIAGE ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,,MA,,N,Y,,TRAVELING STRAIGHT AHEAD,UNK ,COLLISION WITH PARKED MOTOR VEHICLE ,UNK ,UNK ,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,NORTHBOUND,,,,,,,,,,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, ",,,,,,,UNKNOWN ,,NO,UNINVOLVED OWNER,,,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,WITNESS ,,,,,,,,,,,MALE,,,,,42.367225241000000,-71.102509983000004,8/8/2023 11:33:00
08/29/2023 07:28:00 PM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,WALDEN STREET ,MASSACHUSETTS AVENUE,,"WALDEN STREET
Cambridge, MA
(42.384478453, -71.133391991)",,,"SIDESWIPE, OPPOSITE DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,WALDEN STREET ,SOUTHBOUND,MASSACHUSETTS AVENUE,EASTBOUND ,,,,,,,,,,,NONE,,,MVN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",Y,,,TRAVELING STRAIGHT AHEAD,2017,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,F450,FORD,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,OTHER ,,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,CON ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,SLOWING OR STOPPED IN TRAFFIC ,2014,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,E350,FORD,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,OTHER ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","M, CLASS M VEHICLES ",NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,,OCCUPANT/PASSENGER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,FRONT SEAT - RIGHT SIDE ,SHOULDER AND LAP BELT USED,NOT TRAPPED ,,42.384478453000000,-71.133391990999996,8/29/2023 19:28:00
08/22/2023 07:11:00 PM,Tuesday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",2,WARE,,,"2 WARE
Cambridge, MA
(42.372057709, -71.113141352)",,,"SIDESWIPE, SAME DIRECTION ",ROADSIDE,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,NONE,,,COM ,AZ,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,Y,TURNING RIGHT ,2022,COLLISION WITH PARKED MOTOR VEHICLE ,TRUCK ,GMC ,2.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,PAN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,Y,PARKED,2010,COLLISION WITH PARKED MOTOR VEHICLE ,GRANCH,JEEP,,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,CENTER FRONT,UNDERCARRIAGE ,LEFT FRONT,N,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,MASSACHUSETTS ,,,,,,,,,MALE,,,,Y,WITNESS ,,,,,,,,,,,FEMALE,,,,,42.372057709000003,-71.113141352000000,8/22/2023 19:11:00
08/13/2023 02:42:00 PM,Sunday,PASSENGER CAR ,PASSENGER CAR ,,MASSACHUSETTS ,PEABODY ST,,"MASSACHUSETTS
Cambridge, MA
(42.393562695, -71.125923831)",,,REAR-END,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"ONE-WAY, NOT DIVIDED",NO,NO,20,INTERSECTION,MASSACHUSETTS ,NORTHBOUND,PEABODY ST,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,SLOWING OR STOPPED IN TRAFFIC ,2012,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,HIGHLANDER,TOYOTA,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT REAR,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,PAN ,MA,PASSENGER CAR ,N,,Y,TRAVELING STRAIGHT AHEAD,2019,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CAROLLA ,TOYOTA,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT FRONT,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,OPERATOR/DRIVER ,NO APPARENT INJURY,,UNKNOWN ,,UNKNOWN ,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,42.393562695000000,-71.125923830999994,8/13/2023 14:42:00
08/19/2023 06:06:00 PM,Saturday,PASSENGER CAR ,PASSENGER CAR ,1,WHITE STREET,,,"1 WHITE STREET
Cambridge, MA
(42.389870217, -71.118582716)",,,SINGLE VEHICLE CRASH,SHOULDER - PAVED,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,NO,DRY ,NOT AT INTERSECTION ,UNKNOWN ,NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,PORTER SQUARE SHOPPING CENTER ,,,NONE,,,PAN ,NY,PASSENGER CAR ,N,,,PARKED,2011,COLLISION WITH PARKED MOTOR VEHICLE ,E35 ,LEXUS ,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT SIDE ,,,N,UNKNOWN ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,PAN ,CT,PASSENGER CAR ,N,,,PARKED,,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,HONDA ,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,RIGHT FRONT ,,,N,UNKNOWN ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,NEW YORK,UNKNOWN ,,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,OPERATOR/DRIVER ,NO APPARENT INJURY,CONNECTICUT ,UNKNOWN ,,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,42.389870217000002,-71.118582716000006,8/19/2023 18:06:00
08/02/2023 03:05:00 PM,Wednesday,PASSENGER CAR ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",1565,MASSACHUSETTS AVE ,,WATERHOUSE STREET ,"1565 MASSACHUSETTS AVE
Cambridge, MA
(42.378178696, -71.12002576)",,,ANGLE ,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,UNKNOWN ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,100,SOUTHBOUND,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2007,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,FIT ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,CENTER FRONT,RIGHT FRONT ,LEFT FRONT,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,MADE AN IMPROPER TURN ,,,,,,UNKNOWN ,,,APP ,AZ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,MAKING U-TURN ,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,8600,GMC ,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT REAR ,,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,MADE AN IMPROPER TURN ,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,YUKON TERR,UNKNOWN ,,UNKNOWN ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,UNINVOLVED OWNER,,,,,,,,,,,MALE,,,,Y,42.378178695999999,-71.120025760000004,8/2/2023 15:05:00
08/13/2023 12:07:00 AM,Sunday,PASSENGER CAR ,PASSENGER CAR ,,MASSACHUSETTS AVENUE,AMHERST STREET,,"MASSACHUSETTS AVENUE
Cambridge, MA
(42.393562695, -71.125923831)",,,REAR-END,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DARK - LIGHTED ROADWAY,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVENUE,NORTHBOUND,AMHERST STREET,WESTBOUND ,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,Y,SLOWING OR STOPPED IN TRAFFIC ,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,OPTIMA,KIA ,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT REAR ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,PRIUS ,TOYOTA,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,UNKNOWN ,,,N,NORTHBOUND,,,,,,,,,,,OTHER IMPROPER ACTION ,,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,SUSPECTED MINOR INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,FRONT SEAT - RIGHT SIDE ,UNKNOWN ,NOT TRAPPED ,,42.393562695000000,-71.125923830999994,8/13/2023 0:07:00
08/16/2023 08:44:00 AM,Wednesday,PASSENGER CAR ,PASSENGER CAR ,,MASSACHUSETTS AVENUE,RICE STREET ,,"MASSACHUSETTS AVENUE
Cambridge, MA
(42.393562695, -71.125923831)",,,ANGLE ,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLOUDY,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVENUE,EASTBOUND ,RICE STREET ,SOUTHBOUND,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2019,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CRV ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,CENTER FRONT,,,N,EASTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,UNKNOWN ,,NO,PAN ,CA,PASSENGER CAR ,N,,,TURNING LEFT,2015,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CX5 ,MAZDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,,,Y,SOUTHBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",,,,UNINVOLVED OWNER,,,,,,,,,,,MALE,,,,Y,42.393562695000000,-71.125923830999994,8/16/2023 8:44:00
08/02/2023 10:00:00 PM,Wednesday,PASSENGER CAR ,,74,ABERDEEN AVE,,MT AUBURN STREET,"74 ABERDEEN AVE
Cambridge, MA
(42.377192673, -71.147018155)",,,UNKNOWN ,ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,WESTBOUND ,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CIVIC ,HONDA ,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT SIDE ,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,,,,Y,,,,,,,,,,,,,,,,,42.377192673000003,-71.147018154999998,8/2/2023 22:00:00
